Name,Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Airline Tycoon 2,12828,2011.0,0.0,0.04,0.0,0.01,0.05
The Idolm@ster: Dearly Stars,13070,2009.0,0.0,0.0,0.05,0.0,0.05
Bass Rise,12945,1999.0,0.03,0.02,0.0,0.0,0.05
Suzuki Super-Bikes II: Riding Challenge,13101,2008.0,0.05,0.0,0.0,0.0,0.05
White Album: Tsuzurareru Fuyu no Omoide,13204,2010.0,0.0,0.0,0.05,0.0,0.05
Goosebumps: The Game,12889,2015.0,0.05,0.0,0.0,0.01,0.05
Whiteout,29899,4004.0,0.03,0.02,0.0,0.0,0.05
Wicked Monster Blast!,13214,2011.0,0.04,0.0,0.0,0.0,0.05
Assassin's Creed: Altair's Chronicles,13155,2008.0,0.03,0.01,0.0,0.0,0.05
Strawberry Shortcake: Strawberryland Games,12992,2006.0,0.05,0.0,0.0,0.0,0.05
Stranger of Sword City,13006,2015.0,0.02,0.02,0.0,0.01,0.05
Kart Racer,13074,2009.0,0.03,0.01,0.0,0.0,0.05
Wii de Asobu Chibi-Robo!,13316,2009.0,0.0,0.0,0.05,0.0,0.05
The Idolmaster 2,12977,2011.0,0.0,0.0,0.05,0.0,0.05
Jirou Akagawa: Majotachi no Nemuri,12905,1995.0,0.0,0.0,0.05,0.0,0.05
Hi-Octane: The Track Fights Back!,12921,1995.0,0.03,0.02,0.0,0.0,0.05
Fishdom,13060,2011.0,0.05,0.0,0.0,0.0,0.05
Jim Henson's Muppets in Spy Muppets: License to Croak,13103,2003.0,0.04,0.01,0.0,0.0,0.05
Air Traffic Chaos,13007,2007.0,0.05,0.0,0.0,0.0,0.05
Wing Commander: Prophecy,12864,2003.0,0.04,0.01,0.0,0.0,0.05
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,13241,2008.0,0.0,0.0,0.05,0.0,0.05
Wing Island,13337,2006.0,0.03,0.01,0.01,0.0,0.05
Judge Dredd,12939,1997.0,0.03,0.02,0.0,0.0,0.05
Air Conflicts: Aces of World War II,12963,2009.0,0.05,0.0,0.0,0.0,0.05
Hero Bank 2,13409,2014.0,0.0,0.0,0.05,0.0,0.05
Tour de France 2011,12924,0.0,0.0,0.05,0.0,0.01,0.05
The Idolmaster: Gravure For You! Vol. 2,13066,2011.0,0.0,0.0,0.05,0.0,0.05
Stunt GP,13213,2001.0,0.02,0.02,0.0,0.01,0.05
Hitman (2016),30183,4032.0,0.0,0.05,0.0,0.01,0.05
Brave Story: New Traveller (jp sales),13411,2006.0,0.0,0.0,0.05,0.0,0.05
Beyond Oasis,13313,1993.0,0.0,0.0,0.05,0.0,0.05
Honda ATV Fever,29580,4020.0,0.05,0.0,0.0,0.0,0.05
Freelancer,13181,2003.0,0.02,0.02,0.0,0.01,0.05
Big Air Freestyle,13389,2002.0,0.04,0.01,0.0,0.0,0.05
Hokuto no Ken,13166,2007.0,0.0,0.0,0.05,0.0,0.05
Super Jinsei Game 2,13221,1995.0,0.0,0.0,0.05,0.0,0.05
"Warhammer 40,000: Dawn of War",13141,2004.0,0.01,0.03,0.0,0.01,0.05
TrackMania Turbo: Build to Race,12926,2010.0,0.03,0.02,0.0,0.01,0.05
Golden Axe: The Duel,13245,1994.0,0.0,0.0,0.05,0.0,0.05
Kakuto Chojin,13312,2002.0,0.04,0.01,0.0,0.0,0.05
Tokimeki Memorial: Girls Side 1st Love,13247,2007.0,0.0,0.0,0.05,0.0,0.05
Billy the Wizard: Rocket Broomstick Racing,13329,2007.0,0.04,0.0,0.0,0.0,0.05
Stretch Panic,13168,2001.0,0.02,0.02,0.0,0.01,0.05
All Star Tennis 99,13114,1999.0,0.04,0.01,0.0,0.0,0.05
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,12894,2006.0,0.0,0.0,0.05,0.0,0.05
Kyoukai Senjou no Horizon Portable,12824,2013.0,0.0,0.0,0.05,0.0,0.05
Tour de France 2014,29793,4028.0,0.0,0.05,0.0,0.0,0.05
Superstars V8 Racing,29980,4018.0,0.0,0.03,0.0,0.01,0.05
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,13143,1994.0,0.0,0.0,0.05,0.0,0.05
Kamiwaza,13095,2006.0,0.0,0.0,0.05,0.0,0.05
Hiiro no Kakera DS,13400,2008.0,0.0,0.0,0.05,0.0,0.05
Lips: Deutsche Partyknaller,13086,2009.0,0.0,0.04,0.0,0.01,0.05
GachiTora! Abarenbou Kyoushi in High School,12877,2011.0,0.0,0.0,0.05,0.0,0.05
Tokimeki Memorial Girl's Side 2nd Kiss,13163,2006.0,0.0,0.0,0.05,0.0,0.05
Nitroplus Blasterz: Heroines Infinite Duel,29979,4030.0,0.01,0.0,0.03,0.0,0.05
Miracle Girls Festival,12855,2015.0,0.0,0.0,0.05,0.0,0.05
Monster Band,13186,2008.0,0.04,0.0,0.0,0.0,0.05
Classic Dungeon X2,13197,2011.0,0.0,0.0,0.05,0.0,0.05
Silent Hunter: Wolves of the Pacific,13308,2007.0,0.0,0.04,0.0,0.01,0.05
Marriage Royale: Prism Story,13093,2010.0,0.0,0.0,0.05,0.0,0.05
City Life: World Edition,13405,2007.0,0.0,0.04,0.0,0.01,0.05
Pirates vs Ninja Dodgeball,13156,2009.0,0.05,0.0,0.0,0.0,0.05
Famicom Mini: Dig Dug,12882,2004.0,0.0,0.0,0.05,0.0,0.05
Detective Conan: Marionette Symphony,13275,2013.0,0.0,0.0,0.05,0.0,0.05
Pinball Tycoon,13200,2002.0,0.03,0.01,0.0,0.0,0.05
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,13017,2008.0,0.0,0.0,0.05,0.0,0.05
Cities in Motion,12964,2011.0,0.0,0.04,0.0,0.01,0.05
Diabolik Lovers,13284,2012.0,0.0,0.0,0.05,0.0,0.05
Chronicles of the Sword,13146,1996.0,0.03,0.02,0.0,0.0,0.05
Mike Tyson Heavyweight Boxing,13392,2002.0,0.03,0.01,0.0,0.0,0.05
Diabolik Lovers: More Blood,29433,4028.0,0.0,0.0,0.05,0.0,0.05
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,13170,2013.0,0.0,0.0,0.05,0.0,0.05
NHL Blades of Steel '99,13085,1999.0,0.05,0.0,0.0,0.0,0.05
Saints Row: Gat out of Hell,13287,2015.0,0.0,0.04,0.0,0.01,0.05
River City Soccer Hooligans,13362,2010.0,0.04,0.0,0.01,0.0,0.05
Far Cry,13252,2004.0,0.0,0.04,0.0,0.01,0.05
Drill Dozer,12931,0.0,0.04,0.01,0.0,0.0,0.05
Short Track Racing: Trading Paint,13453,2009.0,0.02,0.02,0.0,0.01,0.05
Microsoft Train Simulator,13331,2001.0,0.0,0.04,0.0,0.01,0.05
Pool Hall Pro,13434,2009.0,0.04,0.0,0.0,0.0,0.05
Pony Friends: Mini Breeds Edition,12985,2008.0,0.05,0.0,0.0,0.0,0.05
Pony Friends,13001,2007.0,0.0,0.05,0.0,0.01,0.05
Mawashite Tsunageru Touch Panic,13026,2006.0,0.0,0.0,0.05,0.0,0.05
Drivers Ed Portable,12835,2008.0,0.05,0.0,0.0,0.0,0.05
Dreamer Series: Puppy Trainer,12981,2008.0,0.05,0.0,0.0,0.0,0.05
Saiyuki: Journey West,13274,1999.0,0.03,0.02,0.0,0.0,0.05
Dengeki Gakuen RPG: Cross of Venus,12938,2009.0,0.0,0.0,0.05,0.0,0.05
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,13285,2008.0,0.0,0.0,0.05,0.0,0.05
Culdcept Revolt,12956,2016.0,0.0,0.0,0.05,0.0,0.05
Monster High 13 Wishes,30524,4026.0,0.02,0.02,0.0,0.0,0.05
Clever Kids: Creepy Crawlies,13339,2009.0,0.0,0.04,0.0,0.0,0.05
Saki: Zenkoku-hen,12859,2015.0,0.0,0.0,0.05,0.0,0.05
Sigma Star Saga,13029,2005.0,0.04,0.01,0.0,0.0,0.05
Choujikuu Yousai Macross: Do You Remember Love,12949,2012.0,0.0,0.0,0.05,0.0,0.05
Philosoma,13090,1995.0,0.03,0.02,0.0,0.0,0.05
Soul Eater: Plot of Medusa,13298,2008.0,0.0,0.0,0.05,0.0,0.05
Doraemon: Nobita no Kyouryuu 2006 DS,13036,2006.0,0.0,0.0,0.05,0.0,0.05
Naruto: Uzumaki Chronicles 2 (JP sales),13320,2006.0,0.0,0.0,0.05,0.0,0.05
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,13279,2008.0,0.0,0.0,0.05,0.0,0.05
Major Minor's Majestic March,12897,2009.0,0.05,0.0,0.0,0.0,0.05
Pachinko Wars II,12958,1993.0,0.0,0.0,0.05,0.0,0.05
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,13120,2007.0,0.0,0.0,0.05,0.0,0.05
Empire Earth,13169,2001.0,0.0,0.04,0.0,0.01,0.05
Romance of the Three Kingdoms VI: Awakening of the Dragon,13317,1998.0,0.03,0.02,0.0,0.0,0.05
Naval Ops: Commander,12884,2004.0,0.03,0.02,0.0,0.01,0.05
Downforce,13044,2002.0,0.03,0.02,0.0,0.01,0.05
Nazo Waku Yakata: Oto no Ma ni Ma ni,13435,2011.0,0.0,0.0,0.05,0.0,0.05
Majesty 2: The Fantasy Kingdom Sim,30192,2009.0,0.04,0.0,0.0,0.0,0.05
PQ2: Practical Intelligence Quotient,12978,2006.0,0.04,0.0,0.0,0.0,0.05
Chameleon Twist 2,13118,1998.0,0.04,0.01,0.0,0.0,0.05
Doraemon 2: Nobita no Toizurando Daibouken,12929,1993.0,0.0,0.0,0.05,0.0,0.05
Crime Life: Gang Wars,13246,2005.0,0.04,0.01,0.0,0.0,0.05
Counter Force,13385,2007.0,0.04,0.0,0.0,0.0,0.05
Double Dragon Advance,13419,2003.0,0.03,0.01,0.0,0.0,0.05
Snoopy vs the Red Baron,13322,2006.0,0.04,0.0,0.0,0.0,0.05
Phantom Crash,13058,2002.0,0.03,0.01,0.01,0.0,0.05
Rock 'N Roll Racing,13250,2003.0,0.03,0.01,0.0,0.0,0.05
Slam Dunk SD Heat Up!!,13123,1995.0,0.0,0.0,0.05,0.0,0.05
Phantasy Star Online Episode I & II Plus,12851,2003.0,0.04,0.01,0.0,0.0,0.05
NHL Powerplay 98,12845,1997.0,0.03,0.02,0.0,0.0,0.05
Dr. Seuss: Green Eggs and Ham,13131,2003.0,0.04,0.01,0.0,0.0,0.05
Choro Q 64 2: Hacha Mecha Grand Prix Race,13436,1999.0,0.0,0.0,0.05,0.0,0.05
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,13228,2015.0,0.0,0.0,0.05,0.0,0.05
March of the Penguins,13401,2006.0,0.04,0.0,0.0,0.0,0.05
Marc Ecko's Getting Up: Contents Under Pressure,12865,2006.0,0.03,0.02,0.0,0.01,0.05
Rockin' Pretty,12891,2009.0,0.05,0.0,0.0,0.0,0.05
Pet Vet: Down Under,13324,2009.0,0.04,0.0,0.0,0.0,0.05
Pet Pals: New Leash on Life,13064,2010.0,0.05,0.0,0.0,0.0,0.05
Nanda's Island,13446,2009.0,0.04,0.0,0.0,0.0,0.05
Smart Kid's Party Fun Pak,13175,2008.0,0.05,0.0,0.0,0.0,0.05
Crusader: No Remorse,13352,1996.0,0.03,0.02,0.0,0.0,0.05
Nanostray 2,13021,2008.0,0.03,0.01,0.0,0.0,0.05
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,13344,2008.0,0.0,0.0,0.05,0.0,0.05
Pool Party,13330,2007.0,0.04,0.0,0.0,0.0,0.05
Microsoft Flight Simulator X Acceleration Expansion Pack,13023,2007.0,0.0,0.04,0.0,0.01,0.05
Sam & Max: Beyond Time and Space,13076,2010.0,0.05,0.0,0.0,0.0,0.05
My Ballet Studio,30543,4018.0,0.03,0.0,0.0,0.0,0.05
Ms Saga: A New Dawn,13236,2005.0,0.02,0.02,0.0,0.01,0.05
Metal Max 2 Reloaded,13113,2011.0,0.0,0.0,0.05,0.0,0.05
Company of Heroes,13303,2006.0,0.0,0.04,0.0,0.01,0.05
RPG Tsukuru DS,13013,2010.0,0.0,0.0,0.05,0.0,0.05
"Murder, She Wrote",12862,2009.0,0.0,0.04,0.0,0.01,0.05
QUIZ PARTY,13192,2012.0,0.0,0.05,0.0,0.0,0.05
Monster Mayhem: Build and Battle,29767,4018.0,0.04,0.0,0.0,0.0,0.05
My Body Coach,13124,2009.0,0.0,0.04,0.0,0.01,0.05
Sengoku Basara: Sanada Yukimura-Den,30324,4032.0,0.0,0.0,0.05,0.0,0.05
Shaman King: Soul Fight,12898,2003.0,0.0,0.0,0.05,0.0,0.05
Puyo Pop Fever,29661,4008.0,0.01,0.0,0.04,0.0,0.05
Puyo Pop,13092,2001.0,0.04,0.01,0.0,0.0,0.05
Shaun the Sheep,13355,2008.0,0.04,0.0,0.0,0.0,0.05
Sangoku Koi Senki: Otome no Heihou!,30152,4023.0,0.0,0.0,0.05,0.0,0.05
Punch King,13307,2002.0,0.03,0.01,0.0,0.0,0.05
Psycho-Pass: Mandatory Happiness,30302,4032.0,0.02,0.01,0.01,0.0,0.05
Mr Bean's Wacky World of Wii,12979,2009.0,0.0,0.05,0.0,0.0,0.05
Rain (2013),13328,2013.0,0.0,0.0,0.05,0.0,0.05
Samantha Swift and the Hidden Roses of Athena,12900,2010.0,0.04,0.01,0.0,0.0,0.05
Color Cross,13305,2008.0,0.04,0.0,0.0,0.0,0.05
Rebelstar: Tactical Command,12836,2005.0,0.04,0.01,0.0,0.0,0.05
Earth Defense Force 4.1: The Shadow of New Despair,13015,2015.0,0.02,0.02,0.0,0.01,0.05
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,12937,2010.0,0.0,0.0,0.05,0.0,0.05
Reader Rabbit 2nd Grade,12881,0.0,0.05,0.0,0.0,0.0,0.05
Secret Service,13261,2008.0,0.04,0.0,0.0,0.0,0.05
Raze's Hell,13327,2005.0,0.04,0.01,0.0,0.0,0.05
Dakar 2: The World's Ultimate Rally,29987,4006.0,0.04,0.01,0.0,0.0,0.05
Rave Master,13096,2002.0,0.0,0.0,0.05,0.0,0.05
Sengoku Basara X,13033,2008.0,0.0,0.0,0.05,0.0,0.05
MorphX,13005,2010.0,0.05,0.0,0.0,0.0,0.05
Expendable,13062,1999.0,0.03,0.02,0.0,0.0,0.05
Egg Mania: Eggstreme Madness,46950,6006.0,0.04,0.01,0.0,0.0,0.05
Monster! Bass Fishing,13028,2003.0,0.04,0.01,0.0,0.0,0.05
Reel Fishing: The Great Outdoors,13154,2006.0,0.05,0.0,0.0,0.0,0.05
Mountain Bike Adrenaline,12917,0.0,0.03,0.02,0.0,0.01,0.05
Men of War: Assault Squad,13059,2011.0,0.01,0.03,0.0,0.01,0.05
ESPN Great Outdoor Games Bass 2002,13297,2001.0,0.03,0.01,0.0,0.0,0.05
Shifters,13012,2002.0,0.03,0.02,0.0,0.01,0.05
D.Gray-man: Kami no Shitotachi,13216,2007.0,0.0,0.0,0.05,0.0,0.05
Ship Simulator Extremes,13271,2010.0,0.0,0.04,0.0,0.01,0.05
Pretty Cure All Stars Everyone Gather ? Let's Dance!,12916,2013.0,0.0,0.0,0.05,0.0,0.05
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,13142,2006.0,0.0,0.0,0.05,0.0,0.05
Powerful Golf,13273,2011.0,0.0,0.0,0.05,0.0,0.05
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,13206,1998.0,0.0,0.0,0.05,0.0,0.05
NBA 2K,13215,1999.0,0.0,0.0,0.05,0.0,0.05
Power Spike Pro Beach Volleyball,13203,2000.0,0.03,0.02,0.0,0.0,0.05
Dungeon Raiders,13088,2009.0,0.05,0.0,0.0,0.0,0.05
Samurai Dou Portable,12848,2008.0,0.0,0.0,0.05,0.0,0.05
Dead in the Water,13127,1999.0,0.03,0.02,0.0,0.0,0.05
Samurai Deeper Kyo,12899,2002.0,0.0,0.0,0.05,0.0,0.05
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,12861,2015.0,0.01,0.0,0.04,0.0,0.05
Samurai Champloo: Sidetracked,12930,2006.0,0.03,0.02,0.0,0.01,0.05
Dual Heroes,13116,1997.0,0.04,0.01,0.0,0.0,0.05
Dual Hearts,12856,2002.0,0.03,0.02,0.0,0.01,0.05
Rimo-Cocoron,13390,2001.0,0.0,0.0,0.05,0.0,0.05
Elf Bowling 1 & 2,29884,4010.0,0.04,0.01,0.0,0.0,0.05
Durarara!! 3-way Standoff,13160,2010.0,0.0,0.0,0.05,0.0,0.05
Shining Force III: Scenario 2,12826,1998.0,0.0,0.0,0.05,0.0,0.05
Dynamite Headdy,12947,1993.0,0.0,0.0,0.05,0.0,0.05
Rez,12888,2001.0,0.03,0.02,0.0,0.01,0.05
Shin Megami Tensei NINE,13332,2002.0,0.0,0.0,0.05,0.0,0.05
Code Lyoko,12968,2007.0,0.03,0.01,0.0,0.0,0.05
Medal of Honor: European Assault (weekly JP sales),13104,2005.0,0.0,0.0,0.05,0.0,0.05
Dead or Alive Xtreme 3: Fortune,12989,2016.0,0.0,0.0,0.05,0.0,0.05
FIFA Manager 12,13360,2011.0,0.0,0.03,0.0,0.01,0.05
Myth Makers: Orbs of Doom,12959,2007.0,0.05,0.0,0.0,0.0,0.05
Deadliest Catch: Alaskan Storm,13266,2008.0,0.04,0.0,0.0,0.0,0.05
Medabots: Metabee,12830,2002.0,0.04,0.01,0.0,0.0,0.05
Medabots: Infinity,12902,2003.0,0.04,0.01,0.0,0.0,0.05
Dynasty Warriors Vol. 2,13254,2006.0,0.04,0.0,0.0,0.0,0.05
Prism: Light the Way,13009,2007.0,0.05,0.0,0.0,0.0,0.05
Princess on Ice,12849,2008.0,0.04,0.01,0.0,0.0,0.05
Shin Sangoku Musou 5 Empires,12872,2010.0,0.0,0.0,0.05,0.0,0.05
Shin Sangoku Musou 5 Special,12984,2009.0,0.0,0.0,0.05,0.0,0.05
NASCAR Heat Evolution,29291,4032.0,0.05,0.0,0.0,0.01,0.05
Domino Rally,12928,2007.0,0.05,0.0,0.0,0.0,0.05
Silhouette Mirage,13253,1998.0,0.03,0.02,0.0,0.0,0.05
Mister Slime,12860,2008.0,0.05,0.0,0.0,0.0,0.05
Dokapon Journey,12996,2008.0,0.05,0.0,0.0,0.0,0.05
Capcom vs. SNK: Millennium Fight 2000 Pro,13244,2001.0,0.0,0.0,0.05,0.0,0.05
Fate/Unlimited Codes Portable,12970,2009.0,0.0,0.0,0.05,0.0,0.05
Ontamarama,13037,2007.0,0.05,0.0,0.0,0.0,0.05
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,13319,2011.0,0.0,0.0,0.05,0.0,0.05
MiniCopter: Adventure Flight,13354,2007.0,0.04,0.0,0.0,0.0,0.05
Omega Labyrinth,12962,2015.0,0.0,0.0,0.05,0.0,0.05
Spitfire Heroes: Tales of the Royal Air Force,13208,2008.0,0.05,0.0,0.0,0.0,0.05
SD Gundam: Over Galaxian,13173,1996.0,0.0,0.0,0.05,0.0,0.05
Nora to Koku no Koubou: Kiri no Mori no Majo,13450,2011.0,0.0,0.0,0.05,0.0,0.05
NightCaster II: Equinox,13341,2002.0,0.03,0.01,0.0,0.0,0.05
Cesar Millan's Dog Whisperer,13291,2008.0,0.04,0.0,0.0,0.0,0.05
Magic Carpet,13333,1995.0,0.03,0.02,0.0,0.0,0.05
New Prince of Tennis: Go to the Top,12918,2015.0,0.0,0.0,0.05,0.0,0.05
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,13137,2010.0,0.0,0.0,0.05,0.0,0.05
Carve,12874,2004.0,0.04,0.01,0.0,0.0,0.05
Crazy Chicken: Atlantis Quest,13383,2007.0,0.04,0.0,0.0,0.0,0.05
Cartoon Network Racing,13162,2006.0,0.04,0.0,0.0,0.0,0.05
Ferrari F355 Challenge,13004,2002.0,0.03,0.02,0.0,0.01,0.05
Nike+ Kinect Training,13159,2012.0,0.02,0.02,0.0,0.0,0.05
Minna no Ennichi,12941,2012.0,0.0,0.0,0.05,0.0,0.05
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,13119,2007.0,0.0,0.0,0.05,0.0,0.05
Mahjong 3D: Warriors of the Emperor,13399,2011.0,0.0,0.04,0.0,0.01,0.05
SD Gundam: Scad Hammers,13207,2006.0,0.0,0.0,0.05,0.0,0.05
Cartoon Network Block Party,13202,2004.0,0.03,0.01,0.0,0.0,0.05
Otogi 2: Immortal Warriors,12986,2003.0,0.04,0.01,0.0,0.0,0.05
Fighter Destiny 2,13117,1999.0,0.04,0.01,0.0,0.0,0.05
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,13351,2011.0,0.0,0.0,0.05,0.0,0.05
DoDonPachi Resurrection,12944,2010.0,0.0,0.05,0.0,0.01,0.05
Olympic Soccer: Atlanta 1996,12846,1996.0,0.03,0.02,0.0,0.0,0.05
M&M's Adventure,13296,2008.0,0.04,0.0,0.0,0.0,0.05
Luxor: Pharaoh's Challenge,30058,2007.0,0.01,0.04,0.0,0.0,0.05
Next Generation of Chaos,13240,2002.0,0.0,0.0,0.05,0.0,0.05
Neverland Card Battles,13226,2008.0,0.04,0.0,0.0,0.01,0.05
Fatal Frame II: Crimson Butterfly Director's Cut,13265,2004.0,0.04,0.01,0.0,0.0,0.05
Fatal Fury: Wild Ambition,12936,1999.0,0.03,0.02,0.0,0.0,0.05
Minna to Kimi no Piramekino!,12841,2010.0,0.0,0.0,0.05,0.0,0.05
DokiDoki Majo Shinpan!,13039,2007.0,0.0,0.0,0.05,0.0,0.05
Port Royale 2,13625,2004.0,0.0,0.03,0.0,0.01,0.04
Deadly Arts,13746,1998.0,0.03,0.01,0.0,0.0,0.04
Aquanaut's Holiday: Kakusareta Kiroku,13942,2008.0,0.0,0.0,0.04,0.0,0.04
King of Fighters: Maximum Impact Regulation A,13789,2007.0,0.0,0.0,0.04,0.0,0.04
Hyperdimension Neptunia Victory II,13856,2015.0,0.0,0.0,0.04,0.0,0.04
Boktai 2: Solar Boy Django,13495,2004.0,0.03,0.01,0.0,0.0,0.04
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,13662,2008.0,0.0,0.0,0.04,0.0,0.04
FunkMaster Flex's Digital Hitz Factory,14090,2003.0,0.02,0.01,0.0,0.0,0.04
TOCA Race Driver 2,13508,2004.0,0.03,0.01,0.0,0.0,0.04
Deal or No Deal: Special Edition,13779,2010.0,0.04,0.0,0.0,0.0,0.04
Dynasty Warriors Vol. 2 (JP sales),13900,2006.0,0.0,0.0,0.04,0.0,0.04
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,13474,2005.0,0.0,0.0,0.04,0.0,0.04
GoGo's Crazy Bones,13732,2012.0,0.0,0.04,0.0,0.0,0.04
GoPets: Vacation Island,13959,2008.0,0.03,0.0,0.0,0.0,0.04
Hunter x Hunter: Wonder Adventure,13922,2012.0,0.0,0.0,0.04,0.0,0.04
Clover no Kuni no Alice: Wonderful Wonder World,30624,4021.0,0.0,0.0,0.04,0.0,0.04
Star X,13552,2002.0,0.03,0.01,0.0,0.0,0.04
Fatal Fury: Battle Archives Volume 1,13991,2006.0,0.02,0.01,0.0,0.0,0.04
Kao the Kangaroo Round 2,31748,4010.0,0.02,0.01,0.0,0.0,0.04
Espgaluda II Black Label,14042,2010.0,0.0,0.0,0.04,0.0,0.04
Myth Makers: Trixie in Toyland,13636,2008.0,0.04,0.0,0.0,0.0,0.04
Holly Hobbie & Friends,13878,2007.0,0.04,0.0,0.0,0.0,0.04
12-Sai. Koisuru Diary,14007,2016.0,0.0,0.0,0.04,0.0,0.04
11eyes: CrossOver,30563,4019.0,0.0,0.0,0.04,0.0,0.04
San-X Land: Theme Park de Asobou!,13559,2006.0,0.0,0.0,0.04,0.0,0.04
Dead Ball Zone,13709,1998.0,0.02,0.02,0.0,0.0,0.04
Dead Head Fred,13520,2007.0,0.04,0.0,0.0,0.0,0.04
E.T. The Extra-Terrestrial: Interplanetary Mission,13898,2001.0,0.02,0.01,0.0,0.0,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,13989,2009.0,0.0,0.0,0.04,0.0,0.04
Toki no Kizuna: Sekigahara Kitan,13976,2012.0,0.0,0.0,0.04,0.0,0.04
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,14066,2010.0,0.0,0.0,0.04,0.0,0.04
I.Q. Remix+: Intelligent Qube,13509,2000.0,0.0,0.0,0.04,0.0,0.04
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,14064,2010.0,0.0,0.0,0.04,0.0,0.04
B.L.U.E.: Legend of Water,13674,0.0,0.0,0.0,0.04,0.0,0.04
Gakuen Hetalia Portable,13700,2011.0,0.0,0.0,0.04,0.0,0.04
WarJetz,13696,2001.0,0.02,0.02,0.0,0.01,0.04
12Riven: The Psi-Climinal of Integral,13692,2008.0,0.0,0.0,0.04,0.0,0.04
WarTech: Senko no Ronde,13557,2006.0,0.04,0.0,0.0,0.0,0.04
Clockwork Empires,14058,0.0,0.0,0.03,0.0,0.0,0.04
Tao Adventure: Curse Demon,14074,2005.0,0.03,0.0,0.0,0.0,0.04
San Goku Shi DS 3,14016,2010.0,0.0,0.0,0.04,0.0,0.04
Zombi Daisuki,13595,2011.0,0.0,0.0,0.04,0.0,0.04
Valhalla Knights 2: Battle Stance,13814,2009.0,0.0,0.0,0.04,0.0,0.04
D.C.F.S.: Da Capo Four Seasons,13521,2005.0,0.0,0.0,0.04,0.0,0.04
S.T.A.L.K.E.R.: Clear Sky,14023,2008.0,0.0,0.03,0.0,0.01,0.04
FIFA Soccer 2003 (weekly jp sales),13613,2002.0,0.0,0.0,0.04,0.0,0.04
Looney Tunes Duck Dodgers Starring: Daffy Duck,13744,2000.0,0.03,0.01,0.0,0.0,0.04
Off-Road Drive,13726,2011.0,0.0,0.03,0.0,0.01,0.04
Ao no Exorcist: Genkoku no Labyrinth,13924,2012.0,0.0,0.0,0.04,0.0,0.04
Kiniro no Corda 2 f,14047,2009.0,0.0,0.0,0.04,0.0,0.04
Deception III: Dark Delusion,14050,1999.0,0.02,0.01,0.0,0.0,0.04
Zac to Ombra: Maboroshi no Yuuenchi,13807,2010.0,0.0,0.0,0.04,0.0,0.04
Jerry Rice and Nitus' Dog Football,13507,2011.0,0.04,0.0,0.0,0.0,0.04
Bomberman: Act Zero,13820,2006.0,0.04,0.0,0.0,0.0,0.04
Dunamis 15,30840,4022.0,0.0,0.0,0.04,0.0,0.04
Klonoa Heroes: Densetsu no Star Medal,13855,2002.0,0.0,0.0,0.04,0.0,0.04
Zen-Nippon GT Senshuken,13737,1995.0,0.0,0.0,0.04,0.0,0.04
PopCap Arcade Vol 1,13708,2007.0,0.04,0.0,0.0,0.0,0.04
NBA In The Zone '99,13712,1998.0,0.04,0.0,0.0,0.0,0.04
Duke Nukem Trilogy: Critical Mass,13627,2011.0,0.04,0.0,0.0,0.0,0.04
Zatch Bell! Mamodo Fury,13844,2005.0,0.03,0.01,0.0,0.0,0.04
WTF: Work Time Fun,13671,2005.0,0.04,0.0,0.0,0.0,0.04
Minna no Chizu,13927,2006.0,0.0,0.0,0.04,0.0,0.04
Castle of Shikigami III,13551,2007.0,0.04,0.0,0.0,0.0,0.04
Power Play Pool,14035,2006.0,0.03,0.0,0.0,0.0,0.04
Doki Doki! PreCure Narikiri Life!,13654,2013.0,0.0,0.0,0.04,0.0,0.04
Angelique Duet,13499,1998.0,0.0,0.0,0.04,0.0,0.04
Hot Potato!,14045,2001.0,0.03,0.01,0.0,0.0,0.04
